country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_ENTROPY,QSSI_CRITIC,QSSI_PCA,QSSI_SCORE,RANK_ENTROPY,RANK_CRITIC,RANK_PCA,QSSI_KNN_SCORE,KNN_RANK
Malawi,0.1971199171180266,0.3713945544816081,0.22231374863258724,0.2179637079453785,True,True,False,True,False,False,True,False,3,0.75,B,0.20300967768220587,0.3359554533346797,0.2192981626622059,0.11824722463205836,0.2809279050030028,0.3200634232363084,0.326205055302319,0.3090654611805434,159.0,159.0,154.0,0.22191955313681064,163
Myanmar,0.1148774880758125,0.1413759290844218,0.3982582837723025,0.3698399394553571,True,True,True,True,False,False,False,False,4,1.0,A,0.11564705472694888,0.07576663313282725,0.40002181738845866,0.38325164584858074,0.2069842386256081,0.2432156510804167,0.2075106809846371,0.2192368568968873,179.0,181.0,180.0,0.21923685689688735,164
Somalia,0.1498725340623882,0.40920811476220265,0.14803962654438263,0.2619649703562118,True,False,False,True,False,True,True,False,2,0.5,C,0.15282079878377672,0.37872879666742304,0.14300655869334644,0.1950237482661273,0.303192788317676,0.3453913023171077,0.3477893763369726,0.3321244889905854,156.0,150.0,148.0,0.21281887670843058,165
Nicaragua,0.1542887277258097,0.1964772709589441,0.1769328802039082,0.3890415032781305,True,True,True,True,False,False,False,False,4,1.0,A,0.15751193286636633,0.13809529503624832,0.1726846296498309,0.41675589636043153,0.21057416290457,0.2174930443950391,0.1905813799494863,0.2062161957496984,178.0,184.0,187.0,0.2062161957496985,166
Niger,0.0923239782444772,0.3128209392553556,0.18652084243257314,0.3540554781011742,True,True,False,True,False,False,True,False,3,0.75,B,0.0916894236275406,0.2696990803372332,0.18253302632759993,0.355709798096683,0.2718562371382737,0.3278878618114223,0.3000077782735251,0.2999172924077403,165.0,158.0,162.0,0.2048284774433262,167
Honduras,0.1530787659767057,0.2795780487166018,0.203483432455395,0.3009161386125323,True,True,True,True,False,False,False,False,4,1.0,A,0.1562266421313006,0.23209591470470145,0.19995636522308272,0.2629885094196551,0.2037417977934935,0.2081423989422313,0.2013658182390756,0.2044166716582668,181.0,185.0,182.0,0.20441667165826685,168
Djibouti,0.1665288054240101,0.3033750947895522,0.18917115909008606,0.2732792601389062,True,True,False,True,False,False,True,False,3,0.75,B,0.17051404510142762,0.25901427982108494,0.18525533260524166,0.2147657235938595,0.2704143259245371,0.3166464399393323,0.3066018846548481,0.2978875501729058,166.0,163.0,159.0,0.20338687461252106,169
Saint Kitts and Nevis,0.1288733266580864,0.270789143654463,0.13369481650886653,0.3685538044750998,True,False,False,False,False,True,True,True,1,0.25,D,0.13051423682802993,0.22215422048304753,0.12827210562315777,0.38100750631034747,0.3287166188941011,0.3759917382753708,0.3613334660210757,0.3553472743968492,144.0,135.0,141.0,0.2002970360143942,170
Saint Vincent and the Grenadines,0.1408203738733197,0.27762660061055383,0.13524288146088834,0.3470910296866161,True,False,False,False,False,True,True,True,1,0.25,D,0.1432050752851157,0.22988850658928903,0.12986222011952925,0.34355773451936783,0.3337368536268918,0.3797999945173777,0.3659043013870644,0.3598137165104447,142.0,130.0,139.0,0.19972244818245155,171
Libya,0.2584009785731744,0.1207095039707569,0.1858538657604078,0.3088199064908667,True,True,True,True,False,False,False,False,4,1.0,A,0.26810593430487967,0.05238951417635436,0.18184793280244355,0.2767795642226586,0.2055066660344676,0.2027525120977533,0.1905765151770148,0.1996118977697452,180.0,186.0,188.0,0.19961189776974525,172
Micronesia (Federated States of),0.1304678909160848,0.24032657043588615,0.14254004856830058,0.37115146277301353,True,False,False,False,False,True,True,True,1,0.25,D,0.13220807439668855,0.1876960500963332,0.13735759761308153,0.3855400847586855,0.3293866662059979,0.3765000236432448,0.3619435323054465,0.3559434073848964,143.0,134.0,140.0,0.19549949128079536,173
Timor-Leste,0.080396456441294,0.3399575702057176,0.18028909716673955,0.3064716357932532,True,True,False,False,False,False,True,True,2,0.5,C,0.07901932618249499,0.30039506410392053,0.17613201035475287,0.2726821349482174,0.2741765445930819,0.3305341170564367,0.303788963482173,0.3028332083772305,163.0,157.0,161.0,0.19028535644293415,174
Iraq,0.2574107896862957,0.219908672870074,0.2124044180118946,0.1826152129705428,True,True,True,True,False,False,False,False,4,1.0,A,0.2670540989032956,0.1646000565893834,0.2091196683756954,0.05656866335523331,0.1889053141593021,0.1818671194324995,0.1974675133436639,0.1894133156451551,186.0,190.0,184.0,0.18941331564515512,175
Guinea,0.0882557582795792,0.2544265790206249,0.2300339847068818,0.329246242516694,True,True,True,True,False,False,False,False,4,1.0,A,0.08736792715629696,0.20364547415781636,0.22722810079633457,0.31242088414665803,0.1844907558451279,0.2000896570941715,0.1818914071068883,0.1888239400153959,187.0,187.0,189.0,0.18882394001539599,176
Zimbabwe,0.2595193682963511,0.2235026631873492,0.1503823279524214,0.2160812941167516,True,True,True,True,False,False,False,False,4,1.0,A,0.26929395198432793,0.16866544954986212,0.14541289407657904,0.11496265546553622,0.1934367154228065,0.1803757713859415,0.1922463448480213,0.1886862772189231,185.0,191.0,186.0,0.18868627721892317,177
Sao Tome and Principe,0.0850128975548908,0.307314460657779,0.15490250109900447,0.33527968487735343,True,False,False,False,False,True,True,True,1,0.25,D,0.08392317458652611,0.2634703492190629,0.15005584709809383,0.322948462325504,0.3102861527201489,0.3620107310942519,0.3445528509535548,0.3389499115893185,155.0,143.0,151.0,0.18726385704986948,178
Comoros,0.131274935751109,0.2179697149691569,0.1513418258966382,0.3279031430585545,True,True,False,False,False,False,True,True,2,0.5,C,0.1330653636870379,0.16240677694609565,0.14639845452631672,0.31007734894696426,0.2628032950171425,0.3179914253723087,0.2858741521506924,0.2888896241800479,168.0,161.0,164.0,0.17713970907323556,179
Madagascar,0.1258502387956234,0.289553912480526,0.0707306711979609,0.32304925043939503,True,True,True,False,False,False,False,True,3,0.75,B,0.12730293959174077,0.24338025404351743,0.0635976873568234,0.3016079328217492,0.193874396567382,0.1879423438954589,0.1744479732010221,0.1854215712212877,184.0,189.0,191.0,0.17493154668758165,180
Mali,0.164000206501554,0.2540790397009392,0.0796516567544605,0.288416805030704,True,True,True,True,False,False,False,False,4,1.0,A,0.16782802236547203,0.2032523501427214,0.07276099050943605,0.24117878561684258,0.1772928045949761,0.1675227148358616,0.1649366360890481,0.1699173851732953,189.0,192.0,192.0,0.1699173851732953,181
Suriname,0.0737471163521128,0.3785423411676922,0.1717246198823888,0.1714482387703455,True,True,False,True,False,False,True,False,3,0.75,B,0.07195601594375871,0.34404077330255345,0.16733489918321948,0.037083734704836224,0.2136790123765427,0.2636100880432832,0.2703094207385182,0.2491995070527814,177.0,171.0,165.0,0.15082721971993032,182
Equatorial Guinea,0.0560676603138352,0.1671001434614802,0.17348161194250739,0.3199982237480835,True,True,False,False,False,False,True,True,2,0.5,C,0.05317588420502685,0.1048649419233824,0.16913961580131445,0.29628428504349863,0.217542591940392,0.2820248609975339,0.2415126577423256,0.2470267035600838,176.0,166.0,174.0,0.13752619576918207,183
Syrian Arab Republic,0.1358913768647058,0.0743948159425676,0.2167849913425859,0.2547180600740989,True,True,False,False,False,False,True,True,2,0.5,C,0.137969212091069,0.0,0.21361922968057037,0.18237882518747423,0.2261944596018895,0.2856126613699308,0.2436450207419952,0.2518173805712719,175.0,165.0,173.0,0.12992919418368706,184
Burundi,0.0909125580383334,0.2267693547307254,0.0088147833474936,0.2993663040932398,True,True,True,True,False,False,False,False,4,1.0,A,0.09019013217011682,0.1723606138747804,0.0,0.2602842482216841,0.1321512853557031,0.123317852657425,0.1140812575306454,0.1231834651812578,193.0,193.0,193.0,0.12318346518125783,185
Turkmenistan,0.1431475143387359,0.1742850609877841,0.19833134308592898,0.1501952428715164,True,True,False,True,False,False,True,False,3,0.75,B,0.14567709729871312,0.11299226296613954,0.1946643314603586,0.0,0.1800839071874759,0.2289797338479494,0.2292981175833312,0.2127872528729189,188.0,183.0,177.0,0.12031934013007997,186
Central African Republic,0.0205523956386631,0.1518859585218665,0.1556691667598269,0.29990106707727504,True,True,False,False,False,False,True,True,2,0.5,C,0.015449534033868428,0.08765520152546721,0.1508433374288786,0.26121734060660395,0.1985339382007155,0.267116957644443,0.2232627800072574,0.2296378919508053,183.0,169.0,179.0,0.10941249597898198,187
Liberia,0.0504072981046679,0.2611678516452462,0.0972812234494477,0.1599226499175314,True,True,True,True,False,False,False,False,4,1.0,A,0.047163122966957814,0.21127095999762838,0.09086942293007524,0.016973069772259684,0.0863839141380782,0.0857215625458027,0.0978341049677703,0.0899798605505504,194.0,194.0,194.0,0.0899798605505505,188
Eritrea,0.0060083359076905,0.088856877889039,0.14763922400124227,0.2623912303472126,True,True,False,False,False,False,True,True,2,0.5,C,0.0,0.01635896584044419,0.14259528015661582,0.1957675169327571,0.1754996227970766,0.2476206604060915,0.1983844875892444,0.2071682569308041,190.0,178.0,183.0,0.07252133875020839,189
South Sudan,0.0077494154071724,0.0743948159425676,0.15045767749562722,0.2620163595363543,True,True,False,False,False,False,True,True,2,0.5,C,0.001849474457646319,0.0,0.14549029031295144,0.19511341575263963,0.1723482904148469,0.2447659637891743,0.1946190314121439,0.2039110952053884,191.0,179.0,185.0,0.06976330909282656,190
Yemen,0.0285386873063819,0.14863291329902914,0.09757725628092162,0.20425691305433952,True,False,False,False,False,True,True,True,1,0.25,D,0.02393303088461812,0.0839754734289629,0.09117349679733372,0.09433063669252473,0.286555285444845,0.3440089387001392,0.3229463139725149,0.3178368460391664,158.0,152.0,156.0,0.06639886937040457,191
Sudan,0.0598416387889014,0.098329870948969,0.13402084217350982,0.1810731530476861,True,True,False,True,False,False,True,False,3,0.75,B,0.05718482049737822,0.027074475872675145,0.12860698700837445,0.0538779678245703,0.1361861001271226,0.1970051117233128,0.1813766333408206,0.171522615063752,192.0,188.0,190.0,0.06478337380918872,192
Afghanistan,0.0610516005380055,0.102615014056443,0.06593008689905815,0.22064504144493366,True,True,False,False,False,False,True,True,2,0.5,C,0.05847011123244402,0.03192167608354727,0.05866670647338625,0.12292580550724554,0.202323144563048,0.2684100452160559,0.223659432815529,0.2314642075315442,182.0,168.0,178.0,0.06461789430299494,193
Haiti,0.0622981910974804,0.1088655739108627,0.0088147833474936,0.2515412115441287,True,True,True,True,False,False,False,False,4,1.0,A,0.05979431118975668,0.03899208523547684,0.0,0.17683563454067436,0.0706574292498375,0.0670570867738111,0.0558136400042468,0.0645093853426318,195.0,195.0,195.0,0.0645093853426319,194
Guinea Bissau,0.0060083359076905,0.088856877889039,0.10275355530804688,0.20945766423934065,True,False,False,False,False,True,True,True,1,0.25,D,0.0,0.01635896584044419,0.09649039781614155,0.1034052762458627,0.277087870560147,0.3368271347110103,0.314326399350433,0.3094138015405301,160.0,154.0,158.0,0.04472376951390966,195
