country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,OBSERVED_COUNT,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM
Guinea Bissau,0.0060083359076905,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.0,0.44435319589355654,0.622668266608487,0.3559270285438891
Guyana,0.2080413576428749,0.4210951410137612,0.615016992353441,0.4729469762846325,True,True,False,True,False,False,True,False,3,0.75,B,0.21461105791637727,0.39217497447481076,0.622668266608487,0.5631601170203687
Haiti,0.0622981910974804,0.1088655739108627,0.0088147833474936,0.2515412115441287,True,True,True,True,False,False,False,False,4,1.0,A,0.05979431118975668,0.03899208523547684,0.0,0.17683563454067436
Honduras,0.1530787659767057,0.2795780487166018,0.203483432455395,0.3009161386125323,True,True,True,True,False,False,False,False,4,1.0,A,0.1562266421313006,0.23209591470470145,0.19995636522308272,0.2629885094196551
Hungary,0.7380445172095522,0.555070976174037,0.9468988954970264,0.3087459909887522,True,True,True,True,False,False,False,False,4,1.0,A,0.7776107982396114,0.5437236346136015,0.9635649612741355,0.27665059121179286
Iceland,0.7126327491624229,0.8667066751187339,0.7875955819881053,0.4998310502301324,True,True,True,True,False,False,False,False,4,1.0,A,0.7506169614040252,0.8962347614894698,0.799934547834624,0.610069356109576
India,0.7804532642756392,0.4908191446875781,0.7610450297366185,0.5379361059928162,True,True,True,True,False,False,False,False,4,1.0,A,0.8226598005986945,0.4710442670128139,0.7726628122613722,0.6765577601700221
Indonesia,0.6857033074986308,0.4672230367361789,0.4601741716227697,0.3733595901203665,True,True,True,True,False,False,False,False,4,1.0,A,0.7220109646470243,0.44435319589355654,0.4636195047452819,0.38939298197531946
Iran (Islamic Republic of),0.5408427161205154,0.4672230367361789,0.615016992353441,0.354179974671984,True,False,False,False,False,True,True,True,1,0.25,D,0.568131739859707,0.44435319589355654,0.622668266608487,0.3559270285438891
Iraq,0.2574107896862957,0.219908672870074,0.2124044180118946,0.1826152129705428,True,True,True,True,False,False,False,False,4,1.0,A,0.2670540989032956,0.1646000565893834,0.2091196683756954,0.05656866335523331
