country,PC1,PC2,PC3
"Iran, Islamic Republic of",0.024609899457933546,-0.036395053137347734,-0.019914727911328273
Iraq,-0.6057499033426771,0.06658870911299354,-0.19616683097134593
Ireland,0.8247573641614696,-0.1421210604860145,-0.10946036648395072
Israel,0.4293353990640665,0.07369805019718674,-0.22917831277732348
Italy,0.5195101787929287,0.15954319556645336,0.01939129758977935
Jamaica,-0.04375884781166396,-0.038537524553063626,-0.1355159914550625
Japan,0.7934385975113779,-0.07070600861142022,-0.05276680077734874
"Jersey, Channel Islands",0.1304900521300145,-0.15734869561508633,-0.02391591865012083
Jordan,0.3316009282830512,0.19668519626175726,0.13130365291387347
Kazakhstan,0.17055202045118234,0.20554900826527384,0.008328607866187315
"Kazakhstan, Republic of",-0.01847172321346229,0.008652813923530706,0.007259508526623154
Kenya,-0.08775068036693,0.22444648619811108,-0.1661472179465908
Kiribati,-0.10718579654913778,-0.20540061940308066,0.10761893227904518
"Korea, Dem. People's Rep.",-0.17993136615317762,0.18918460295026454,0.037355154831239065
"Korea, Rep.",0.11554937065441799,-0.1406699378696095,-0.020966922419075537
"Korea, Republic of",0.014837771565120651,-0.026176925524674995,-0.013750844162411114
Kosovo,-0.020897580487382914,0.011650131795228166,0.005965018089262364
Kuwait,0.03557476015274981,-0.17902089897186202,-0.22094279769564842
Kyrgyz Republic,-0.12313414404797825,0.12436178515615577,0.03483932897395324
Kyrgyzstan,-0.08393818605856086,-0.07823153333529362,0.040857560342397625
Lao PDR,-0.08859418778918385,0.08722200682794558,0.01932699492503406
"Lao People's Democratic
Republic",-0.0937683871464415,-0.09427994670301251,0.07269136928509477
Lao People's Democratic Republic,-0.03164998151255691,0.022432527665503785,0.015571848792714386
Latvia,0.5262547179200026,0.017348808364571956,0.055581121131514886
"Latvia, Republic of",-0.014668812329301407,0.004676338263346464,0.004860778090982892
Lebanon,-0.5483484333148236,0.053775814025321354,-0.2634793891885202
Lesotho,-0.1687397132995543,-0.012088039681729756,0.08371125705558866
