country,oecd_ai,oxford_ai,AI_INDEX,rank,rule_of_law,regulatory_quality,government_effectiveness,control_of_corruption,LEGAL_WGI_SCORE,SCI_SCORE
Liechtenstein,0.4117968458679234,0.3829805559742469,0.3973887009210851,40,0.9305071088099732,0.8569530612531371,0.8682839058908527,0.8776628682319055,0.883351736046467,0.6403702184837761
Oman,0.660066458066034,0.6426002885381453,0.6513333733020896,41,0.6281011841782475,0.6533629579186196,0.615468245666464,0.5909591805626777,0.6219728920815022,0.6366531326917959
India,0.796388107328652,0.7645184212226266,0.7804532642756392,42,0.5125063521476145,0.4653395111607493,0.578880822309833,0.4065498931321157,0.4908191446875781,0.6356362044816086
Bahrain,0.6553403461800812,0.6380568893865334,0.6466986177833073,43,0.5615197703770355,0.7164053519575176,0.6228221146155958,0.5327855623788285,0.6083831998322443,0.6275409088077758
Brazil,0.8452322609972611,0.8166060162356539,0.8309191386164575,44,0.4162167255882404,0.4177162986449019,0.4376990214381105,0.3804586521168324,0.4130226744470213,0.6219709065317394
Mauritius,0.5971818908090518,0.5726836200770871,0.5849327554430694,45,0.6728772032952928,0.7139484981887754,0.659902814449661,0.5526412159451819,0.6498424329697279,0.6173875942063987
Romania,0.6732354112076663,0.6503951249973086,0.6618152681024874,46,0.6095859292882915,0.5804027585465524,0.5819172250492906,0.4803768497385297,0.5630706906556661,0.6124429793790767
Monaco,0.3780659583349272,0.3480545207898193,0.3630602395623732,47,0.840087092589831,0.7528515582961375,0.8781393736145618,0.8880578959193062,0.8397839801049591,0.6014221098336662
Jordan,0.661833731809889,0.6429232789991602,0.6523785054045246,48,0.5616608253761588,0.5546211869534248,0.5365686697319597,0.5369506319591014,0.5474503285051612,0.5999144169548429
Serbia,0.7489609312264557,0.7188475700350984,0.733904250630777,49,0.4744510524839344,0.5071920003541704,0.5109058952996139,0.345547932788508,0.4595242202315567,0.5967142354311669
Thailand,0.7369413397232913,0.7082965483086068,0.7226189440159491,50,0.470800041857515,0.51392555869134,0.5449748079303172,0.3532413129720577,0.4707354303628075,0.5966771871893783
Andorra,0.42861802982189,0.3981826403393553,0.4134003350806227,51,0.8553569468676198,0.7528515582961375,0.7483218874833727,0.744671276538498,0.7753004172964071,0.5943503761885149
Philippines,0.7324265734189169,0.704054606920609,0.7182405901697629,52,0.3859923206175872,0.5074190197947946,0.5204675038314666,0.3419203849311756,0.438949807293756,0.5785951987317595
Argentina,0.7133852323319988,0.6878835511724555,0.7006343917522271,53,0.462313437788322,0.4319965197231087,0.5292775524323272,0.399571416380539,0.4557897315810742,0.5782120616666506
Costa Rica,0.5488510049814187,0.521328136775694,0.5350895708785564,54,0.667702316034601,0.6280029835743839,0.5524443654072121,0.6304767004759575,0.6196565913730386,0.5773730811257975
Indonesia,0.6974547190432555,0.6739518959540062,0.6857033074986308,55,0.4729084142571921,0.518318664412549,0.5283917749432079,0.3492732933317666,0.4672230367361789,0.5764631721174048
Rwanda,0.58748710070325,0.56544863375035,0.5764678672268,56,0.5455117077660289,0.5530840966535088,0.5663714808711007,0.6181280843910484,0.5707738424204216,0.5736208548236108
Bulgaria,0.6514887803200039,0.6369587218190824,0.6442237510695432,57,0.513899015929633,0.557506332657026,0.4976260157109107,0.4192603035681158,0.4970729169664213,0.5706483340179822
Kazakhstan,0.6497215065761489,0.6366357313580674,0.6431786189671082,58,0.43151707632592,0.4996826502894011,0.5209712014847659,0.4589937374606411,0.477791166390182,0.5604848926786451
Croatia,0.5504371253696351,0.5213927348678971,0.535914930118766,59,0.6110963202886324,0.5569885622849946,0.6474174372235328,0.5085713736894489,0.5810184233716522,0.5584666767452091
Brunei Darussalam,0.4260053737517214,0.396653818823884,0.4113295962878027,60,0.6608096429191043,0.7012206044197644,0.675589716150078,0.7469558702339752,0.6961439584307305,0.5537367773592666
Viet Nam,0.6682818291007868,0.6477250705195838,0.6580034498101853,61,0.4475137352956019,0.4243707445102674,0.4672794842128843,0.4165763942351679,0.4389350895634804,0.5484692696868328
Peru,0.6813279562859037,0.659740315669344,0.6705341359776238,62,0.4021261545092612,0.5082632940806378,0.442997246069521,0.3088857758756372,0.4155681176337643,0.543051126805694
Colombia,0.6533315346287081,0.6373893757671023,0.6453604551979052,63,0.3893577433717459,0.4916051877337516,0.4630565946660738,0.4069213148065337,0.4377352101445263,0.5415478326712158
Ukraine,0.729451610637471,0.7020090006675136,0.7157303056524923,64,0.3513955419002077,0.4162012840119741,0.3535120687772453,0.3199166894176324,0.3602563960267648,0.5379933508396285
San Marino,0.3524265873537904,0.3246700114123296,0.3385482993830599,65,0.7957123302297686,0.6960320548282782,0.6896094767657862,0.744671276538498,0.7315062845905829,0.5350272919868214
Türkiye,0.6835330173058852,0.6606877543549879,0.6721103858304366,66,0.3222438836203041,0.4377046153381014,0.4721265662589367,0.3449995659662586,0.3942686577959002,0.5331895218131684
South Africa,0.5835006983528217,0.5619603367713875,0.5727305175621046,67,0.5259758269775187,0.4739666098338218,0.4372699340137433,0.4303409621101181,0.4668883332338004,0.5198094253979525
Bhutan,0.4029193029152518,0.3725156650373592,0.3877174839763055,68,0.708756678730631,0.4664853582538819,0.6184612118668625,0.8126839502318393,0.6515967997708036,0.5196571418735546
Azerbaijan,0.5891487016563157,0.5656208953295581,0.5773847984929369,69,0.4069534909586277,0.5207597052850466,0.5253180446298535,0.296320119943122,0.4373378402041625,0.5073613193485497
Georgia,0.4426917212153373,0.4094657737774811,0.4260787474964091,70,0.557031514814525,0.6443713467920515,0.5904838358803152,0.5619708045331229,0.5884643755050036,0.5072715615007064
Kuwait,0.4620490521482448,0.4282853513059581,0.4451672017271014,71,0.57639882517889,0.5852158778275,0.5616524624991516,0.5245780509619488,0.5619613041168726,0.503564252921987
Kenya,0.6312870955871608,0.6147369781012468,0.6230120368442038,72,0.4118838150650194,0.4083509848686899,0.4211043320064451,0.2901733612101403,0.3828781232875737,0.5029450800658888
Uzbekistan,0.6415987692719716,0.6272474752912298,0.6344231222816007,73,0.3665353662760873,0.3619978670586537,0.455758829374941,0.3010904701401099,0.3713456332124479,0.5028843777470243
Ghana,0.5336179984684248,0.5017979802329839,0.5177079893507044,74,0.534556120714026,0.4668307464610846,0.501390059087618,0.4299534336250741,0.4831825899719507,0.5004452896613275
Dominican Republic,0.5119197414988065,0.4818371697422536,0.49687845562053,75,0.4786659518807503,0.5381406457540513,0.5047744931658872,0.4134072356388712,0.4837470816098899,0.49031276861520995
Ecuador,0.6295651101822155,0.6144785857324347,0.6220218479573252,76,0.2934693262513409,0.3332786480669574,0.4386850578260717,0.296181707065504,0.3404036848024685,0.48121276637989685
Russian Federation,0.6712416957692628,0.6497491440752783,0.6604954199222706,77,0.2481666576407556,0.2320538684666973,0.4157896446122992,0.2696529398192112,0.2914157776347408,0.4759555987785057
Jamaica,0.4712154783001006,0.4347666932236601,0.4529910857618803,78,0.5034115933061194,0.5101982502874335,0.5264733352879027,0.4522886169515979,0.4980929489582634,0.47554201736007184
Botswana,0.36884017625757,0.3392907129476109,0.3540654446025904,79,0.5956234953906696,0.5848368242281404,0.5816397837013079,0.6194257740494328,0.5953814693423877,0.474723456972489
Fiji,0.374592823825475,0.3452983355224909,0.3599455796739829,80,0.5941316530517363,0.5040083532404259,0.6247779716825208,0.6036971862619612,0.581653791059161,0.47079968536657196
Montenegro,0.4234380060204625,0.3951895954006159,0.4093138007105392,81,0.5647009604444827,0.5189420860473505,0.5703214658749387,0.4607528263546575,0.5286793346803573,0.4689965676954483
Albania,0.463906902569919,0.4287375379513792,0.4463222202606491,82,0.4937509583376482,0.5209616256521169,0.5581594370732343,0.3777313623866498,0.4876508458624123,0.4669865330615307
Sri Lanka,0.5243781488044758,0.4908163045584721,0.5075972266814739,83,0.4608073054092227,0.4165945428231346,0.4263528539176187,0.3860005667943003,0.4224388172360691,0.4650180219587715
Senegal,0.4563416929192493,0.4223423268232811,0.4393420098712652,84,0.4733636608679151,0.4304083914409279,0.5406565780999978,0.5003824046351586,0.4862027587609999,0.46277238431613255
Cabo Verde,0.3269995904806101,0.2993906246635517,0.3131951075720809,85,0.6221492168360049,0.4992239803171433,0.581259298485071,0.6905682698771713,0.5983001913788477,0.4557476494754643
Namibia,0.3857660044759476,0.3568398613294287,0.3713029329026881,86,0.5993551122535888,0.5207625847198711,0.5103207148315747,0.5034794387256714,0.5334794626326764,0.4523911977676823
Benin,0.4916888930664016,0.4573760254947137,0.4745324592805576,87,0.4241989669483911,0.4218617729712012,0.4463642965483942,0.4191000626304484,0.4278812747746087,0.45120686702758317
Morocco,0.4511023131923206,0.4170668159600353,0.4340845645761779,88,0.434768793892929,0.4819884273114872,0.5276173513117183,0.3552298032887396,0.4499010939512184,0.44199282926369815
Zambia,0.5077219935667998,0.478047414999677,0.4928847042832384,89,0.3890185441898554,0.3874528147615185,0.3682875892374946,0.3694437534778418,0.3785506754166776,0.43571768984995796
Seychelles,0.2238090983377055,0.2027518787278482,0.2132804885327768,90,0.6630077775909506,0.5818951216255273,0.6287771652991194,0.7572077747781683,0.6577219598234414,0.4355012241781091
Armenia,0.4008048185730895,0.3716974225361212,0.3862511205546053,91,0.4880983957276945,0.5215032713379018,0.4062498891065607,0.507652205569225,0.4808759404353455,0.4335635304949754
Mongolia,0.4446552444278007,0.4100686893047093,0.427361966866255,92,0.4981828818047356,0.4714151426358033,0.4005924707992588,0.3627509256131421,0.433235355213235,0.430298661039745
Nigeria,0.5951428870317388,0.5719730410628538,0.5835579640472963,93,0.2835542150046795,0.336430621397632,0.2619346832139966,0.2183105164238689,0.2750575090100442,0.42930773652867027
North Macedonia,0.39429736535669,0.3646131650911909,0.3794552652239404,94,0.468571339748757,0.5522919161426995,0.4807448337806728,0.3987641228122942,0.4750930531211059,0.42727415917252315
Mexico,0.5160269127529938,0.4854977283004241,0.500762320526709,95,0.248794591342824,0.4414117197076557,0.4386131427288289,0.2582245487921706,0.3467610006428698,0.42376166058478937
Barbados,0.1823167516854311,0.1611507073491096,0.1717337295172703,96,0.6939718340942426,0.5940917116788317,0.6237918005379752,0.7560535758934764,0.6669772305511315,0.41935548003420087
Tunisia,0.430385303565745,0.3985056308003704,0.4144454671830577,97,0.4355517650671972,0.3947819122062721,0.4342528688441563,0.423824298178469,0.4221027110740237,0.4182740891285407
Panama,0.392273457692347,0.3639241187743589,0.3780987882333529,98,0.4594631425913441,0.4706829023599247,0.5430674856932303,0.3470897061120544,0.4550758091891383,0.4165872987112456
Bangladesh,0.564886162534573,0.5376068560108526,0.5512465092727128,99,0.2946469533196674,0.2604194448713606,0.3489906484769833,0.2211674648307445,0.2813061278746889,0.41627631857370084
Antigua and Barbuda,0.2141445004578435,0.1955599577959131,0.2048522291268782,100,0.6641610358821726,0.6406665699656471,0.5845775895397985,0.5397524817470315,0.6072894192836624,0.4060708242052703
Algeria,0.4678027282425281,0.4320966387459358,0.4499496834942319,101,0.3569369071777429,0.3077919066045716,0.4315926615696636,0.3380651589190763,0.3585966585677635,0.4042731710309977
El Salvador,0.4141075796786942,0.3840787235416981,0.3990931516101961,102,0.3530137706539877,0.4461018631263055,0.4468677471479554,0.3419268873953798,0.3969775670809071,0.39803535934555156
Pakistan,0.5198784786130712,0.4865958958678753,0.5032371872404733,103,0.2811526601915277,0.2981559979407241,0.3531787259061403,0.229561663603309,0.2905122619104253,0.39687472457544926
Samoa,0.1769857667543048,0.1579423354363601,0.1674640510953324,104,0.7709085586244522,0.4639793861260911,0.5855927782688657,0.6325162454762494,0.6132492421239146,0.39035664660962355
Palau,0.1644810425833476,0.151094937662841,0.1577879901230943,105,0.7988426534323861,0.6038513400589731,0.4902608721275455,0.5904271503201074,0.620845503984753,0.38931674705392366
Ethiopia,0.4768483854906247,0.4384057190844297,0.4576270522875272,106,0.2736224241581552,0.2884538382806222,0.3429229188294163,0.3738015763168029,0.3197001893962491,0.38866362084188816
Nepal,0.4355039143889146,0.4036088800844081,0.4195563972366614,107,0.4499460941357343,0.3558576642576594,0.2893485296237421,0.3290566496060081,0.356052234405786,0.38780431582122366
Trinidad and Tobago,0.3206883867328192,0.2925862922848345,0.3066373395088269,108,0.433886454889691,0.4388236836873658,0.5130046392649333,0.3963291222946245,0.4455109750341536,0.37607415727149024
Bosnia and Herzegovina,0.3489987411832479,0.3219784242372042,0.3354885827102261,109,0.446283537913949,0.4044444316469562,0.3453203956830638,0.3565677714621413,0.3881540341765276,0.36182130844337684
Paraguay,0.3646273322125934,0.3354794255076333,0.3500533788601133,110,0.3837170812422616,0.4545131481592792,0.4083878696973901,0.2389219493367509,0.3713850121089205,0.3607191954845169
Vanuatu,0.2553067896775368,0.232294739562025,0.2438007646197809,111,0.6215247136899366,0.410466625610725,0.3045484434873333,0.439804804755815,0.4440861468859525,0.34394345575286667
Uganda,0.3624826556444914,0.3346181176115932,0.3485503866280423,112,0.3470599579092073,0.3625887750752282,0.4093702227387092,0.2179483084884822,0.3342418160529067,0.3413961013404745
Kiribati,0.1686647229287626,0.1526668245731142,0.1606657737509384,113,0.7077496331020359,0.368070595103593,0.3904651990446836,0.5604726413758645,0.5066895171565442,0.3336776454537413
Dominica,0.1041394902072509,0.1023879761417712,0.103263733174511,114,0.6158230586406703,0.5027467768626372,0.5214828497765488,0.5968681513025538,0.5592302091456025,0.33124697116005675
Lesotho,0.2866243561881074,0.2593828728924873,0.2730036145402973,115,0.4255931449068511,0.3720500460169677,0.3426763816581376,0.4049206467300348,0.3863100548279978,0.3296568346841475
Grenada,0.0976310084644734,0.0975000538317435,0.0975655311481084,116,0.6497548299921729,0.5003615970257357,0.4925331376547943,0.58446850351094,0.5567795170459108,0.3271725240970096
Maldives,0.2080738059911926,0.1912964837105144,0.1996851448508534,117,0.5322800532734591,0.4319185830205246,0.4383090195771221,0.3972172256388625,0.4499312203774921,0.32480818261417277
Tonga,0.1533661893319983,0.1440322129153119,0.1486992011236551,118,0.6860440084499564,0.4417243783390195,0.4796364833328789,0.3826807945836633,0.4975214161763795,0.32311030865001733
Togo,0.3070535111418769,0.2797312719364355,0.2933923915391562,119,0.3720588453444078,0.3904636717905009,0.3080057134995058,0.3219856908105383,0.3481284803612382,0.3207604359501972
Burkina Faso,0.3011348063313031,0.2734867896901445,0.2873107980107238,120,0.3126753058476714,0.3622816833511917,0.2915185822816742,0.4163792523875647,0.3457137059670255,0.31651225198887467
Tuvalu,0.0948824873775758,0.0957774380396632,0.0953299627086195,121,0.8107482679063609,0.3918803297288807,0.3328173878038014,0.6073795110615646,0.5357063741251519,0.3155181684168857
Cambodia,0.3394116809209916,0.3105014965224694,0.3249565887217305,122,0.2718865628220804,0.336892122814134,0.4220900988812373,0.191136121115128,0.3055012264081449,0.3152289075649377
Guyana,0.2185848147237465,0.1974979005620034,0.2080413576428749,123,0.4427138432942367,0.3810166540511427,0.4659446304060355,0.3947054363036298,0.4210951410137612,0.31456824932831806
Nauru,0.1218050279611531,0.1209922266962382,0.1213986273286956,124,0.5813633365502485,0.3625307064729334,0.4902608721275455,0.5904271503201074,0.5061455163677087,0.3137720718482021
Cuba,0.291637294220488,0.2643353932947181,0.277986343757603,125,0.3742566251311508,0.143543809221126,0.4274765441566108,0.4224175601274593,0.3419236346590867,0.30995498920834486
Cameroon,0.3575451981769602,0.3297732606963675,0.3436592294366638,126,0.225169416825117,0.3135448494169564,0.3081562366043532,0.1931061150230313,0.2599941544673645,0.30182669195201417
Belize,0.1660973551975037,0.151202601149846,0.1586499781736748,127,0.4278257270927404,0.3803941682326592,0.4590148179687843,0.4375510920210811,0.4261964513288163,0.29242321475124555
Marshall Islands,0.0683805809043991,0.075558235180121,0.07196940804226,128,0.7195116137451354,0.3234067457239493,0.4226644314442272,0.5641872946812462,0.5074425213986395,0.2897059647204498
Tajikistan,0.3179096734199819,0.2908206110979522,0.304365142258967,129,0.2417277642775542,0.3063141566573312,0.3530425543775384,0.1946062771710521,0.273922688120869,0.289143915189918
Guatemala,0.2747104374757321,0.2489825800478026,0.2618465087617673,130,0.2941230009529139,0.414144215773328,0.2837695845674603,0.2565269920505881,0.3121409483360726,0.2869937285489199
Malawi,0.2050535548708371,0.1891862793652161,0.1971199171180266,131,0.4871743222362891,0.348029872696587,0.3250071656813789,0.3253668573121772,0.3713945544816081,0.2842572357998173
Papua New Guinea,0.2507608026208443,0.2302060679141275,0.2404834352674859,132,0.386615782767352,0.3443236561527703,0.2857736171133316,0.2912023589377703,0.326978853742806,0.2837311445051459
Eswatini,0.2529205753019165,0.2310889085075688,0.2420047419047426,133,0.3183490905868123,0.3353013790453209,0.3125689083409519,0.2940035653723515,0.3150557358363591,0.27853023887055084
Belarus,0.2958350421524946,0.2681251480372946,0.2819800950948946,134,0.2306398050819594,0.1927051678296584,0.3304455147012022,0.341572767330664,0.273840813735871,0.27791045441538276
Mauritania,0.2629011630277679,0.2409293512198273,0.2519152571237976,135,0.3174896061842373,0.3016720518096707,0.3215288961014605,0.259863307633052,0.3001384654321052,0.2760268612779514
Lebanon,0.328766864224465,0.2997136151245667,0.3142402396745158,136,0.2650038501484875,0.2583057957384124,0.23419032382142,0.1747592858980025,0.2330648139015806,0.2736525267880482
Gabon,0.2466385352536871,0.226523976658556,0.2365812559561215,137,0.2483591473208742,0.3147958918623452,0.3606291030291798,0.2591666708408044,0.2957377032633009,0.2661594796097112
Solomon Islands,0.1415418187710642,0.1359574513899356,0.1387496350804999,138,0.5580700978993145,0.2752016954112246,0.2929218924334312,0.4422175406522343,0.3921028065990511,0.2654262208397755
Angola,0.2381987795771422,0.2166835339462974,0.2274411567617198,139,0.245038416430745,0.3029032981406409,0.3116594136929669,0.3313595558950215,0.2977401710398435,0.2625906639007817
Zimbabwe,0.271886435823985,0.2471523007687172,0.2595193682963511,140,0.2352908109529183,0.2057094633465343,0.2661927666887832,0.1868176117611609,0.2235026631873492,0.24151101574185013
Iraq,0.2683367922233053,0.2464847871492862,0.2574107896862957,141,0.2004599736803012,0.2411091870887582,0.2405317890108969,0.1975337417003397,0.219908672870074,0.23865973127818485
Djibouti,0.1753090696882692,0.1577485411597511,0.1665288054240101,142,0.2827371748604788,0.2837608394224382,0.3772738769914047,0.2697284878838872,0.3033750947895522,0.23495195010678116
Suriname,0.0707516991670495,0.0767425335371762,0.0737471163521128,143,0.4724405337367857,0.2679364254384149,0.3859774903499687,0.3878149151455993,0.3785423411676922,0.2261447287599025
Mozambique,0.1801267867784194,0.1602248013608664,0.1701757940696429,144,0.2390739807918674,0.305185370215534,0.3272457196030807,0.2304378419336885,0.2754857281360427,0.2228307611028428
Honduras,0.158787750940944,0.1473697810124674,0.1530787659767057,145,0.2433674280915834,0.3376932295728994,0.3488338367315275,0.1884177004703969,0.2795780487166018,0.21632840734665376
Sierra Leone,0.1485796929941659,0.1394026829740961,0.143991187984131,146,0.3233888139410982,0.2342992517428679,0.2708032835508072,0.3130458364905516,0.2853842964313312,0.21468774220773107
Timor-Leste,0.0771383834796898,0.0836545294028983,0.080396456441294,147,0.3737586976719845,0.3122075439032826,0.2861968426262746,0.3876671966213288,0.3399575702057176,0.2101770133235058
Mali,0.1723190107938534,0.1556814022092547,0.164000206501554,148,0.2628752256389062,0.3054786406524127,0.1989243010726219,0.249037991439816,0.2540790397009392,0.2090396231012466
Madagascar,0.126380178717407,0.1253202988738399,0.1258502387956234,149,0.3129478812661384,0.3087656834716482,0.2941406309833327,0.2423614542009848,0.289553912480526,0.2077020756380747
Niger,0.0905931342413716,0.0940548222475829,0.0923239782444772,150,0.2980385429354549,0.3054377286826141,0.3151461729377065,0.3326613124656467,0.3128209392553556,0.2025724587499164
Libya,0.2700587776282506,0.2467431795180982,0.2584009785731744,151,0.120054554830825,0.0710878468774149,0.1691998958062089,0.122495718368579,0.1207095039707569,0.18955524127196566
Nicaragua,0.1606908897015279,0.1478865657500916,0.1542887277258097,152,0.1385822306994021,0.2505900381873046,0.2515162249398233,0.1452205900092463,0.1964772709589441,0.1753829993423769
Comoros,0.1335690140702076,0.1289808574320105,0.131274935751109,153,0.2542372985615963,0.1887843854008335,0.2165647015997358,0.2122924743144622,0.2179697149691569,0.17462232536013295
Guinea,0.085428206552914,0.0910833100062444,0.0882557582795792,154,0.2501984931531189,0.2744191850023676,0.288532533585945,0.204556104341068,0.2544265790206249,0.17134116865010204
Burundi,0.088523938238119,0.0933011778385478,0.0909125580383334,155,0.2135513775799822,0.293104197508113,0.2620474295563323,0.1383744142784739,0.2267693547307254,0.15884095638452939
Turkmenistan,0.1469784764929798,0.1393165521844921,0.1431475143387359,156,0.1874443732387201,0.0832161943253777,0.2501323646550907,0.1763473117319481,0.1742850609877841,0.15871628766326001
Liberia,0.0460784794159853,0.0547361167933506,0.0504072981046679,157,0.3164263467552536,0.2863941545553439,0.2080985068835684,0.233752398386819,0.2611678516452462,0.15578757487495704
Chad,0.1077182975074923,0.1052948902909067,0.1065065938991995,158,0.1799973459326062,0.2273585420653633,0.240842649991827,0.1548202261653553,0.2007546910387879,0.15363064246899372
